epoch,loss,accuracy,emb,L1,L2,L3,L4,scenario
25,0.0488841365841409,0.9828873111232478,18.04208755423717,15.870598151864804,16.583151394566094,21.11414818700363,17.86498200357362,prajjwal1_bert_small_0_01
26,0.0370375640040664,0.9867103586382668,18.045370103664872,15.8796183351565,16.412309011518033,21.04967036959948,17.856263977917475,prajjwal1_bert_small_0_01
27,0.0487542180208612,0.984525760058256,18.04606247017689,15.856335359216065,16.31547652223213,20.845516477758803,17.867364785850494,prajjwal1_bert_small_0_01
28,0.0368965111158133,0.98798470780994,18.048389434119983,15.8326007545092,16.324932321311998,21.02828086965531,17.87591066469852,prajjwal1_bert_small_0_01
29,0.034671324403065,0.98798470780994,18.044904709209536,15.828144499193488,16.31562867816541,21.00747782889338,17.85026158475711,prajjwal1_bert_small_0_01
30,0.0409554576848991,0.9874385581649372,18.04424858127985,15.802998670393622,16.366314347532956,21.09210044101095,17.879779495525376,prajjwal1_bert_small_0_01
31,0.0350524314773982,0.9888949572182778,18.039073944786264,15.822022584407854,16.28330538083182,21.03991119756999,17.86307829671624,prajjwal1_bert_small_0_01
32,0.0265867086386807,0.991807755324959,18.04113006591797,15.850607345083818,16.253211141739435,20.97902876532579,17.872422398015622,prajjwal1_bert_small_0_01
33,0.0287595679295135,0.9899872565082832,18.04062271048717,15.849980918041195,16.418295015300014,20.88031179753457,17.85144262697535,prajjwal1_bert_small_0_01
34,0.0332106788341419,0.98798470780994,18.04574584960937,15.806966026385322,16.430672262744913,20.647297477062427,17.89595483279545,prajjwal1_bert_small_0_01
35,0.020458894231291,0.992718004733297,18.04391098230801,15.831244473723835,16.389968688731503,20.67399911482912,17.86716522711256,prajjwal1_bert_small_0_01
36,0.0211895003310778,0.9943564536683052,18.04528045654297,15.813507305084846,16.541028190653073,20.889951265988923,17.864303505531364,prajjwal1_bert_small_0_01
37,0.030737290909877,0.9903513562716184,18.043392179313088,15.802238947703238,16.53396204488863,20.82321157825247,17.886712635928504,prajjwal1_bert_small_0_01
38,0.0194963295575375,0.99399235390497,18.045320510517023,15.81287088329927,16.38592704996567,20.91773993483272,17.86304070114894,prajjwal1_bert_small_0_01
39,0.0208071332909031,0.9932641543782996,18.041538237830924,15.802090511325494,16.327381861138253,20.762270187302928,17.865375552827622,prajjwal1_bert_small_0_01
40,0.0168718336969471,0.9949026033133078,18.038619995117188,15.789610688594788,16.337604599790712,21.05137777476065,17.8727285446592,prajjwal1_bert_small_0_01
41,0.014714917591603,0.9950846531949754,18.037923810435583,15.817905018374326,16.459054060414605,21.1260102662844,17.864970550453773,prajjwal1_bert_small_0_01
42,0.0216316804378406,0.9929000546149646,18.03485488822155,15.809204680746465,16.36302265338769,20.99508426012768,17.87362265469662,prajjwal1_bert_small_0_01
43,0.0271079468920696,0.9919898052066266,18.03791046281471,15.785620433308052,16.289174758908356,20.801011770773776,17.876459051910352,prajjwal1_bert_small_0_01
44,0.0205637440558871,0.9941744037866376,18.042564392089844,15.785969721517905,16.34227110027464,20.98207109507893,17.903594823476507,prajjwal1_bert_small_0_01
45,0.0161392641066954,0.9949026033133078,18.04376030002985,15.795941579066271,16.47055574837613,21.158538215563595,17.863621282377856,prajjwal1_bert_small_0_01
46,0.020344264376246,0.993082104496632,18.0384502414361,15.79895008419807,16.441302916358215,21.139449739898897,17.838765624744436,prajjwal1_bert_small_0_01
47,0.0118707013427611,0.9959949026033134,18.032094955791568,15.78471838692249,16.360535206873735,21.07291192763624,17.84414737992397,prajjwal1_bert_small_0_01
48,0.0126838492357753,0.9958128527216458,18.032011032451724,15.78729868482072,16.37135448139829,21.081504066199223,17.860880525520585,prajjwal1_bert_small_0_01
49,0.0161993892314865,0.99399235390497,18.026660918494983,15.76520695001424,16.277075479487653,20.865653070838384,17.8625491253561,prajjwal1_bert_small_0_01
50,0.0130840973130766,0.9954487529583106,18.02865600585937,15.776808272895972,16.439030758218646,20.908119371109663,17.859171956435766,prajjwal1_bert_small_0_01
51,0.0163470676999622,0.9947205534316402,18.0313701633111,15.761761455442135,16.443137651711197,21.023819575300205,17.862460336593163,prajjwal1_bert_small_0_01
52,0.0125730710033947,0.9954487529583106,18.026655197490783,15.718051468026069,16.603282254141103,21.344020803921342,17.85903651766844,prajjwal1_bert_small_0_01
53,0.0199457651839469,0.993082104496632,18.01962661673717,15.738023000620284,16.48387394197951,21.218035728667097,17.86693144235241,prajjwal1_bert_small_0_01
54,0.0129475375281278,0.9972692517749864,18.017114638934995,15.712722104689082,16.441189522693744,21.000267601047906,17.87011837920226,prajjwal1_bert_small_0_01
55,0.0104467369321846,0.9969051520116512,18.0162315375597,15.725444799951358,16.469806414884925,21.136663927529305,17.881670233939875,prajjwal1_bert_small_0_01
56,0.0076201930069482,0.997815401419989,18.01385116646595,15.735448845961088,16.47075780024408,21.253280786875056,17.855761022618097,prajjwal1_bert_small_0_01
57,0.0130259945612938,0.9956308028399782,18.01654815673828,15.757922371337044,16.68303718337721,21.20770131445704,17.86198089866284,prajjwal1_bert_small_0_01
58,0.0090200206284436,0.9969051520116512,18.01986694335937,15.746916692634109,16.620991408054497,21.24568460166899,17.85129577953395,prajjwal1_bert_small_0_01
59,0.0156787002270112,0.9949026033133078,18.0200176242486,15.76622788189496,16.685864630323625,21.27581053754139,17.86702644796769,prajjwal1_bert_small_0_01
60,0.0079532745895317,0.9979974513016566,18.02137756347656,15.77309958018524,16.680865354623037,21.303269128471303,17.85291170696298,prajjwal1_bert_small_0_01
61,0.0083794244703436,0.9970872018933188,18.017154695686912,15.764814470236622,16.565646746760613,21.253720698624864,17.842390514952267,prajjwal1_bert_small_0_01
62,0.017188538790333,0.9949026033133078,18.02124595676813,15.76980861522842,16.53331044209409,21.116948866483924,17.856435085805675,prajjwal1_bert_small_0_01
63,0.0082405376532985,0.9983615510649918,18.01922988822155,15.782369200093443,16.53665772401069,21.093378936139786,17.855776707808783,prajjwal1_bert_small_0_01
64,0.0089951627825715,0.9969051520116512,18.018360137244983,15.758400567563616,16.650043559078743,21.269678759961188,17.839755141798012,prajjwal1_bert_small_0_01
65,0.0097972076173558,0.997451301656654,18.016647338867188,15.76189418579524,16.677510250250585,21.28004237365445,17.83336971775335,prajjwal1_bert_small_0_01
66,0.0053422598044548,0.9985436009466594,18.0167198188097,15.747013648307629,16.500341925489952,21.223608978454823,17.832796550634757,prajjwal1_bert_small_0_01
67,0.0084174334155777,0.9972692517749864,18.01218795984707,15.746271453918537,16.32654339165152,21.205678120697648,17.827254307328644,prajjwal1_bert_small_0_01
68,0.007135607275803,0.9972692517749864,18.006454467773438,15.741454189209565,16.40394579784783,21.018876320717222,17.841330187450488,prajjwal1_bert_small_0_01
69,0.0089025648196881,0.9972692517749864,18.007349013934995,15.733323879717652,16.36805147858194,20.97382760720676,17.846329965943873,prajjwal1_bert_small_0_01
70,0.0078463847414927,0.9976333515383216,18.006025314678286,15.721550508641858,16.362001931235458,21.088690536390686,17.847933151325677,prajjwal1_bert_small_0_01
71,0.0066397469120252,0.9981795011833242,18.002828599758622,15.715899728760787,16.509294997055022,21.422841648315007,17.82565761519633,prajjwal1_bert_small_0_01
72,0.009592091863148,0.9963590023666484,18.0082969672472,15.70963351938778,16.429585133053752,21.150434906878107,17.834262702757165,prajjwal1_bert_small_0_01
73,0.0059642528597495,0.9983615510649918,18.007228852012826,15.720446002042817,16.40903359285886,21.15795395922492,17.80401230205631,prajjwal1_bert_small_0_01
74,0.0078014352009117,0.9985436009466594,18.009544372558594,15.71546957146898,16.392559828620215,21.100723383271717,17.820051107470853,prajjwal1_bert_small_0_01
75,0.0038566751617615,0.998725650828327,18.00689697265625,15.715658859066814,16.299138287041284,20.98439816874753,17.824538183151514,prajjwal1_bert_small_0_01
76,0.0040790332472914,0.9983615510649918,18.00773239205189,15.728273152480376,16.485007486945833,21.14441324369777,17.81776098768372,prajjwal1_bert_small_0_01
77,0.0112532337762501,0.9959949026033134,18.00122833390846,15.721619239861298,16.506410277564733,21.38939700637948,17.819211467115817,prajjwal1_bert_small_0_01
78,0.0086750829402433,0.997815401419989,18.003673554161264,15.700444475497225,16.48902525833216,21.319916411781275,17.812570272932152,prajjwal1_bert_small_0_01
79,0.0042197845872179,0.9990897505916622,18.006010055889224,15.67825206962848,16.361202442079602,21.135077098191555,17.818727763780323,prajjwal1_bert_small_0_01
80,0.0039496630798223,0.9979974513016566,18.00636100664873,15.683730994376807,16.421336543640326,21.287684158833542,17.818821691585633,prajjwal1_bert_small_0_01
81,0.0020750899674794,0.9994538503549972,18.006132126201724,15.685312624948176,16.41472356418823,21.201254127456608,17.817162873986724,prajjwal1_bert_small_0_01
82,0.0024900127247795,0.9992718004733296,18.0074501030653,15.685010313141351,16.530329076661758,21.24264038574841,17.818070589986064,prajjwal1_bert_small_0_01
83,0.0069873588300158,0.9981795011833242,18.002784729003906,15.698781471662176,16.484083712133536,21.09388145531502,17.82076171341651,prajjwal1_bert_small_0_01
84,0.0083853461843054,0.9972692517749864,18.00140190298128,15.678471681743115,16.24119676902128,20.944002605322257,17.832383142454297,prajjwal1_bert_small_0_01
85,0.0066439780358354,0.9976333515383216,17.99983596732311,15.674513969094988,16.340518359037212,21.076650533740384,17.830053954833673,prajjwal1_bert_small_0_01
86,0.003863645700131,0.9992718004733296,17.99912643502064,15.693555569748572,16.328883689326187,21.12426472803988,17.834741104545433,prajjwal1_bert_small_0_01
87,0.0062508105784969,0.9981795011833242,18.0043907172472,15.697632180392231,16.414032425490664,20.940515660901077,17.82689782307054,prajjwal1_bert_small_0_01
88,0.0037784193877927,0.9983615510649918,18.004714965820312,15.66175557137751,16.338015173164283,20.91429423747678,17.82765099695422,prajjwal1_bert_small_0_01
89,0.0058505084440122,0.998725650828327,18.001420974384214,15.672742328681997,16.279108915219602,20.95825737412024,17.831068424021375,prajjwal1_bert_small_0_01
90,0.0017591589362542,0.9992718004733296,18.00109100341797,15.670452585294992,16.23963275980954,21.17902190789876,17.805982944246157,prajjwal1_bert_small_0_01
91,0.0049083885049058,0.9985436009466594,18.001821518291568,15.66277216840654,16.295772167062058,21.21983469906301,17.821235551179573,prajjwal1_bert_small_0_01
92,0.0062423856174467,0.9976333515383216,18.00078964302845,15.643379400320311,16.259067619430677,21.24177292928482,17.83190539485224,prajjwal1_bert_small_0_01
93,0.0034498936564435,0.9983615510649918,18.0010967258111,15.637582185510162,16.24352463299126,21.308278160018823,17.82315528212665,prajjwal1_bert_small_0_01
94,0.0053258506785208,0.997815401419989,18.005157472092055,15.62140202031812,16.211046090743242,21.36032618396425,17.83681449285952,prajjwal1_bert_small_0_01
95,0.0062330385327093,0.9972692517749864,18.002737045635318,15.620515167441887,16.10462610122178,21.069224585563177,17.83670079779716,prajjwal1_bert_small_0_01
96,0.0028578808587807,0.9989077007099946,18.003868103027344,15.622482430364142,16.00514088687449,20.963727306933343,17.84723479991269,prajjwal1_bert_small_0_01
97,0.0018741034258032,0.9996359002366648,18.005887985576724,15.623622924149112,16.053837244050133,21.00443455744545,17.831938462506525,prajjwal1_bert_small_0_01
98,0.002293089829129,0.9992718004733296,18.005653381347656,15.631429086459828,16.003947413729424,21.032676696777344,17.813916167296195,prajjwal1_bert_small_0_01
99,0.0065696093719659,0.997815401419989,17.999303818096255,15.62352177946159,16.052133759839403,21.09507503124093,17.812775101271914,prajjwal1_bert_small_0_01
100,0.0046278581936437,0.9985436009466594,17.999610900878906,15.62196584965782,16.13957099768713,21.1497713190034,17.81161186930783,prajjwal1_bert_small_0_01
101,0.00227266857649,0.9994538503549972,17.998510362453935,15.626216039096812,16.185872134714423,21.155411744408543,17.813161850322818,prajjwal1_bert_small_0_01
102,0.0027913552006858,0.9992718004733296,17.9947528835639,15.631904433990206,16.222353122891047,21.11632323529841,17.806214520607014,prajjwal1_bert_small_0_01
103,0.0017805323279044,0.9992718004733296,17.99066543509655,15.636136288159362,16.169236269801036,21.01989420806257,17.812797878341076,prajjwal1_bert_small_0_01
104,0.0014530019951678,0.9996359002366648,17.990257263183594,15.636717219398731,16.18553648302296,21.051816517031085,17.80632225715808,prajjwal1_bert_small_0_01
105,0.0010962474767513,0.9998179501183324,17.989772797325326,15.637915546855444,16.224542267440164,21.028735408230855,17.80779899431885,prajjwal1_bert_small_0_01
106,0.0034167309145868,0.9992718004733296,17.992935180664062,15.629729400973664,16.26351411195481,20.88740785947029,17.81805416310656,prajjwal1_bert_small_0_01
107,0.0015224486526703,0.9992718004733296,17.990213393817807,15.59858904174827,16.199404236095408,20.954663562618403,17.812537603900882,prajjwal1_bert_small_0_01
108,0.0010408841056145,0.9996359002366648,17.991283417442514,15.602205867826363,16.18949606378244,21.00718497709132,17.80668876671561,prajjwal1_bert_small_0_01
109,0.0016448273947997,0.9994538503549972,17.98785591090765,15.58964165646414,16.280719493877772,21.083137367758276,17.804746436482457,prajjwal1_bert_small_0_01
110,0.0045590101192536,0.998725650828327,17.982858657489682,15.591017786453444,16.173627168998113,20.975342569120286,17.80355118828438,prajjwal1_bert_small_0_01
111,0.0034870362021629,0.9989077007099946,17.98149299586859,15.590307463849587,16.140646479808197,20.93684661659673,17.81600942703711,prajjwal1_bert_small_0_01
112,0.0034799077882452,0.998725650828327,17.98192596435547,15.60592578587236,16.170842571942593,20.953701465828225,17.80846798791057,prajjwal1_bert_small_0_01
113,0.0011704522609385,0.9996359002366648,17.980087280273438,15.609278915185822,16.149431429685368,20.89967551753101,17.804781416693867,prajjwal1_bert_small_0_01
114,0.0012967029775376,0.9994538503549972,17.98211670060768,15.613324704075604,16.11844517089577,20.84464428920944,17.80739860874956,prajjwal1_bert_small_0_01
115,0.0010152170218626,0.9996359002366648,17.977951049804688,15.612168677882291,16.126477871916887,20.94323064754423,17.793518331691953,prajjwal1_bert_small_0_01
116,0.0019344274434065,0.9996359002366648,17.973114013671875,15.61961503916917,16.15673185883596,20.94411344474377,17.793025512806427,prajjwal1_bert_small_0_01
117,0.0002559771881761,1.0,17.97112846409235,15.61878872976784,16.163712258983914,20.966359223039905,17.793468084357897,prajjwal1_bert_small_0_01
118,0.0018099766537835,0.9994538503549972,17.973365782302476,15.606723366637883,16.244300139486388,21.0362651539526,17.80920163343323,prajjwal1_bert_small_0_01
119,0.0064486513655957,0.9985436009466594,17.972145079177476,15.588420813057173,16.186998173901017,20.871903268622063,17.813282183083423,prajjwal1_bert_small_0_01
120,0.003415104893397,0.998725650828327,17.966283798565005,15.586427531302268,16.07520150990732,20.88044570014491,17.79146519120482,prajjwal1_bert_small_0_01
121,0.0032143989343935,0.9989077007099946,17.96574020455189,15.595407639785952,16.092951192808957,20.84893945638065,17.79559262558864,prajjwal1_bert_small_0_01
122,0.0008929053655486,0.9996359002366648,17.964521408428286,15.58516340604706,16.017571449800634,20.635871078849554,17.794118756569084,prajjwal1_bert_small_0_01
123,0.0007295072597345,0.9998179501183324,17.96447181528044,15.584172904241852,16.066874152863587,20.70694268485485,17.79722456877379,prajjwal1_bert_small_0_01
124,0.0006952712000728,0.9996359002366648,17.963289260517026,15.579146995801386,16.134104428863388,20.78179777191568,17.791806695848873,prajjwal1_bert_small_0_01
125,0.0007764785709372,0.9998179501183324,17.963354111065005,15.5875327920905,16.14276650701523,20.75937885233728,17.789046455076345,prajjwal1_bert_small_0_01
126,0.0011549599955835,0.9996359002366648,17.961753843825914,15.569873429941996,16.137506516583517,20.840251196891305,17.78233043365784,prajjwal1_bert_small_0_01
127,0.0034923459443588,0.9989077007099946,17.96106529270563,15.575053447151843,16.170098212211048,20.878888718920848,17.790146121253045,prajjwal1_bert_small_0_01
128,0.0005088875506398,0.9998179501183324,17.961584091533755,15.575506532906228,16.22545732532545,20.963408579358457,17.793266404723287,prajjwal1_bert_small_0_01
129,0.0012800521271177,0.9996359002366648,17.961076736102964,15.594537427684507,16.16809037168799,20.965454529353053,17.78816843718621,prajjwal1_bert_small_0_01
130,0.002389366198456,0.9994538503549972,17.96350860595703,15.604467645100334,16.167981028144485,21.008064520027,17.787295791678755,prajjwal1_bert_small_0_01
131,0.0032879105366788,0.9990897505916622,17.960784912109375,15.585439300398216,16.1046869155381,20.892008567711443,17.79201555208671,prajjwal1_bert_small_0_01
132,0.0022549447623339,0.9994538503549972,17.961570739746094,15.58963709382787,16.165280823887272,20.95802368380736,17.78326240732612,prajjwal1_bert_small_0_01
133,0.003139079271989,0.9990897505916622,17.959091186523438,15.569159690569425,16.067450704805495,20.966630042239483,17.78980871256466,prajjwal1_bert_small_0_01
134,0.0014870373680062,0.9996359002366648,17.956930160869693,15.563764118310557,16.071088944023128,20.87277421685661,17.79156640117207,prajjwal1_bert_small_0_01
135,0.0011613718305417,0.9996359002366648,17.956197738994693,15.563645359208062,16.07892694895154,20.929918048552384,17.795623109832437,prajjwal1_bert_small_0_01
136,0.0009861944008001,0.9994538503549972,17.955270766864682,15.563530862732875,16.04215081723774,20.903115970285867,17.788070550929344,prajjwal1_bert_small_0_01
137,0.0033852187539447,0.9989077007099946,17.955162048339844,15.55566668202268,16.064969414030944,20.823639799375343,17.79966744728998,prajjwal1_bert_small_0_01
138,0.0029713370615176,0.9992718004733296,17.95441436767578,15.562151342364537,16.067689768889988,20.80349525605832,17.795164940592894,prajjwal1_bert_small_0_01
139,0.0003380630289245,1.0,17.954246520996094,15.561853965427323,16.07150748707917,20.79468102613998,17.795876581291672,prajjwal1_bert_small_0_01
140,0.0030550042356785,0.9994538503549972,17.951383591045474,15.546246797904365,16.108496416815203,20.784854567378638,17.79415551461137,prajjwal1_bert_small_0_01
141,0.0022563710988891,0.9992718004733296,17.955739975322818,15.538007343485992,16.028383792173702,20.73342522996687,17.790868156706726,prajjwal1_bert_small_0_01
142,0.0002701490866499,1.0,17.95453071559515,15.53775602209097,16.021203527723138,20.72832948888518,17.79015418260492,prajjwal1_bert_small_0_01
143,0.0001144409859929,1.0,17.954000473369693,15.536748064208853,16.021032679564918,20.73835244518192,17.78916494055956,prajjwal1_bert_small_0_01
144,0.0006736345881796,0.9998179501183324,17.95429229875221,15.548048587828934,16.012217998244214,20.694877562009854,17.78197128404235,prajjwal1_bert_small_0_01
145,0.0020712807003214,0.9996359002366648,17.953708647987174,15.55324556804541,16.039731019966464,20.80417602083493,17.789147460870833,prajjwal1_bert_small_0_01
146,0.0001158947380384,1.0,17.953214647121904,15.551991797266124,16.041175731170725,20.81802956931647,17.78734006522328,prajjwal1_bert_small_0_01
147,0.0002084599520021,1.0,17.953052520057486,15.552459351508189,16.036235582236056,20.819517073465484,17.785241403932154,prajjwal1_bert_small_0_01
148,0.0001028240043615,1.0,17.952930449744986,15.54929296804998,16.039293691627144,20.83153845472629,17.785837403677125,prajjwal1_bert_small_0_01
149,0.0009076899597249,0.9996359002366648,17.9539756781847,15.548290756172806,16.035605628699223,20.73681108803561,17.791018520919824,prajjwal1_bert_small_0_01
150,0.0030509258199118,0.998725650828327,17.95415496826172,15.52563080439558,16.012454301135126,20.67616704902253,17.783733617232922,prajjwal1_bert_small_0_01
151,0.0015726791924535,0.9996359002366648,17.95256805419922,15.521739335392596,15.996041397047502,20.71135976538944,17.782560341913324,prajjwal1_bert_small_0_01
152,0.0007484702911164,0.9998179501183324,17.949657442268943,15.531676454403438,16.055952943350132,20.72084258055396,17.784019377156508,prajjwal1_bert_small_0_01
153,0.0001385820196516,1.0,17.94911003147516,15.531890717747215,16.054501915290537,20.711228017010107,17.7826845011771,prajjwal1_bert_small_0_01
154,0.0009507316505896,0.9998179501183324,17.948984145770932,15.521769323788249,16.076588076319435,20.71955812969169,17.78923068974549,prajjwal1_bert_small_0_01
155,0.0018029741351709,0.9994538503549972,17.946878432880307,15.527958580862949,16.11033107299916,20.800791622532014,17.7838332507642,prajjwal1_bert_small_0_01
156,0.0021334392893246,0.9996359002366648,17.946090698242188,15.527103898391989,16.098595405827233,20.864720617989125,17.77611718003311,prajjwal1_bert_small_0_01
157,0.0014748275639107,0.9996359002366648,17.94556236301813,15.541343729243824,16.12403136134777,20.893381725389755,17.783483947276114,prajjwal1_bert_small_0_01
158,0.0009063662236435,0.9998179501183324,17.94500541721735,15.539817115593408,16.151761850676163,20.91608394370712,17.786032355333013,prajjwal1_bert_small_0_01
159,0.0001009727679257,1.0,17.944478988994693,15.539437208413514,16.14753251880456,20.91506104371206,17.784092650178263,prajjwal1_bert_small_0_01
160,9.00219190780208e-05,1.0,17.943937301982974,15.539865728156414,16.14508998196524,20.91711511339361,17.78328210235879,prajjwal1_bert_small_0_01
161,6.081289465469389e-05,1.0,17.94349479710016,15.540571571459823,16.146287392727906,20.922431293003505,17.782128170672475,prajjwal1_bert_small_0_01
162,0.0001806374055772,1.0,17.943023681640625,15.541868294910852,16.140273161713985,20.91662284591344,17.779550821473425,prajjwal1_bert_small_0_01
163,7.768611280043604e-05,1.0,17.942659377704526,15.5409251000741,16.13841017412831,20.93348715098291,17.779089675756094,prajjwal1_bert_small_0_01
164,0.0005432340900439,0.9996359002366648,17.94366455078125,15.536035877660437,16.1179848418695,20.9363237384801,17.784023099489904,prajjwal1_bert_small_0_01
165,0.002350840063959,0.9994538503549972,17.9420127875597,15.531319836808017,16.03501799725974,20.81432000296853,17.781619959660574,prajjwal1_bert_small_0_01
166,0.0014332686761663,0.9994538503549972,17.94034958094082,15.541369878635932,16.056071853846035,20.840750013178173,17.78225134379569,prajjwal1_bert_small_0_01
167,0.0002203474973596,0.9998179501183324,17.939254762131117,15.544883440518756,16.067017962714264,20.875297346380744,17.7804466398952,prajjwal1_bert_small_0_01
168,0.0007730724163789,0.9996359002366648,17.938276291240786,15.538055337974985,16.0739457210122,20.81004061543527,17.779303680758822,prajjwal1_bert_small_0_01
169,0.0004624577330985,0.9996359002366648,17.940906523963736,15.530532461902862,16.064932780992393,20.74429020585637,17.78521086135328,prajjwal1_bert_small_0_01
170,0.0001778562445183,1.0,17.939979553222656,15.529691217333246,16.050547320791093,20.74851272780236,17.779606589805706,prajjwal1_bert_small_0_01
171,0.0002536925421902,0.9998179501183324,17.93912887642689,15.525076972576692,16.050049364252125,20.75498641559428,17.774757150524675,prajjwal1_bert_small_0_01
172,0.0006396320189246,0.9996359002366648,17.93987655709095,15.520098962789024,16.043347347418553,20.797800101240803,17.774098550298923,prajjwal1_bert_small_0_01
173,4.700355945619075e-05,1.0,17.939426421424674,15.51968912693748,16.0423299948114,20.79843952311598,17.773639061575526,prajjwal1_bert_small_0_01
174,0.0003202716053974,1.0,17.939535141338443,15.520915830241686,16.053190190002564,20.81687613625616,17.774457399905454,prajjwal1_bert_small_0_01
175,0.000194515005785,0.9998179501183324,17.93963622907982,15.522062776997162,16.09328870844498,20.87038737612519,17.77789531369559,prajjwal1_bert_small_0_01
176,4.877622832470967e-05,1.0,17.93964958225641,15.52198371908041,16.092871565430755,20.87186628973985,17.777831422898497,prajjwal1_bert_small_0_01
177,0.0013440696865831,0.9996359002366648,17.93846893310547,15.52596969923946,16.111267788475725,20.847309503532728,17.780894743556342,prajjwal1_bert_small_0_01
178,0.0001388625211218,1.0,17.938631057392026,15.526596536016545,16.114523248205458,20.859751877922758,17.78184954846207,prajjwal1_bert_small_0_01
179,0.000600486944817,0.9998179501183324,17.938817978252505,15.527780406097015,16.130834900657923,20.83493558674286,17.78069107497344,prajjwal1_bert_small_0_01
180,0.0001084498762429,1.0,17.93949508736439,15.5286275438982,16.1312059534067,20.823732350750653,17.78305044127318,prajjwal1_bert_small_0_01
181,8.608907540474717e-05,1.0,17.93913459743109,15.52939416540574,16.13420434573646,20.83844693467067,17.78370508165844,prajjwal1_bert_small_0_01
182,4.6063902955284087e-05,1.0,17.939353941482164,15.529512035592797,16.136558259095562,20.838475098011816,17.78403854439564,prajjwal1_bert_small_0_01
183,4.4787466865054296e-05,1.0,17.939416885028745,15.52929160400924,16.136876018585976,20.83796736618089,17.784507191725904,prajjwal1_bert_small_0_01
184,0.0001370935534877,1.0,17.940601348182486,15.528843739244124,16.14533778519963,20.851982056975213,17.785050410727823,prajjwal1_bert_small_0_01
