epoch,loss,accuracy,emb,L1,L2,model,L3,L4,L5,L6,L7,L8
59,0.1896420774519193,0.9357363917713454,12.686048,8.803527,11.731924,bert_uncased_L-2_H-128_A-2,,,,,,
60,0.1921062280023638,0.9313671946113236,12.688921,8.807379,11.730592,bert_uncased_L-2_H-128_A-2,,,,,,
61,0.1767935530992451,0.935918441653013,12.686527,8.809162,11.735093,bert_uncased_L-2_H-128_A-2,,,,,,
62,0.1739927552906288,0.9395594392863644,12.689898,8.810172,11.749244,bert_uncased_L-2_H-128_A-2,,,,,,
63,0.1690678338947657,0.9402876388130348,12.689467,8.800396,11.752624,bert_uncased_L-2_H-128_A-2,,,,,,
64,0.1666941601595178,0.9422901875113782,12.684875,8.808975,11.741934,bert_uncased_L-2_H-128_A-2,,,,,,
65,0.170027010580913,0.94065173857637,12.682562,8.803094,11.744482,bert_uncased_L-2_H-128_A-2,,,,,,
66,0.1713835085595856,0.9382850901146914,12.684035,8.787952,11.753156,bert_uncased_L-2_H-128_A-2,,,,,,
67,0.1600483110855777,0.9430183870380484,12.683651,8.785623,11.750326,bert_uncased_L-2_H-128_A-2,,,,,,
68,0.1623631538428202,0.9428363371563808,12.683549,8.788661,11.754868,bert_uncased_L-2_H-128_A-2,,,,,,
69,0.1464911424737147,0.9464773347897324,12.684745,8.786461,11.753978,bert_uncased_L-2_H-128_A-2,,,,,,
70,0.1494658355035353,0.949208083014746,12.68572,8.780274,11.759782,bert_uncased_L-2_H-128_A-2,,,,,,
71,0.1322702137774052,0.954851629346441,12.683821,8.7839365,11.77125,bert_uncased_L-2_H-128_A-2,,,,,,
72,0.1352368158120618,0.9517567813580922,12.68532,8.78464,11.757736,bert_uncased_L-2_H-128_A-2,,,,,,
73,0.1332452504627912,0.9553977789914436,12.689225,8.782238,11.7695675,bert_uncased_L-2_H-128_A-2,,,,,,
74,0.1361420363399385,0.9506644820680866,12.687804,8.792333,11.768617,bert_uncased_L-2_H-128_A-2,,,,,,
75,0.1190238248725721,0.9568541780447842,12.687985,8.786911,11.748199,bert_uncased_L-2_H-128_A-2,,,,,,
76,0.1203533998120358,0.9588567267431276,12.688976,8.779833,11.767763,bert_uncased_L-2_H-128_A-2,,,,,,
77,0.1238142227021214,0.9559439286364464,12.689679,8.773053,11.7562275,bert_uncased_L-2_H-128_A-2,,,,,,
78,0.1202793902794335,0.9590387766247952,12.687446,8.779192,11.757551,bert_uncased_L-2_H-128_A-2,,,,,,
79,0.1111013509316857,0.9617695248498088,12.688652,8.772039,11.753172,bert_uncased_L-2_H-128_A-2,,,,,,
80,0.1068273147111346,0.9623156744948116,12.6931305,8.760909,11.754914,bert_uncased_L-2_H-128_A-2,,,,,,
81,0.1090319400767517,0.95867467686146,12.693304,8.756612,11.745779,bert_uncased_L-2_H-128_A-2,,,,,,
82,0.1085410042961419,0.9639541234298198,12.690158,8.76802,11.762492,bert_uncased_L-2_H-128_A-2,,,,,,
83,0.1044374142386712,0.9626797742581468,12.688696,8.764751,11.754482,bert_uncased_L-2_H-128_A-2,,,,,,
84,0.097641772202145,0.9666848716548334,12.689467,8.77269,11.752543,bert_uncased_L-2_H-128_A-2,,,,,,
85,0.0970545335261304,0.964318223193155,12.689448,8.755437,11.760618,bert_uncased_L-2_H-128_A-2,,,,,,
86,0.0936002843051432,0.9663207718914982,12.692875,8.751445,11.753,bert_uncased_L-2_H-128_A-2,,,,,,
87,0.1003686389545053,0.9632259239031494,12.6914625,8.752946,11.762709,bert_uncased_L-2_H-128_A-2,,,,,,
88,0.0897351189431032,0.9695976697615146,12.693804,8.75564,11.7630005,bert_uncased_L-2_H-128_A-2,,,,,,
89,0.0985702515982265,0.9659566721281632,12.692199,8.762153,11.763635,bert_uncased_L-2_H-128_A-2,,,,,,
90,0.0855373430474249,0.9685053704715092,12.693414,8.7471895,11.74568,bert_uncased_L-2_H-128_A-2,,,,,,
91,0.098710195119524,0.96468232295649,12.694322,8.751472,11.753367,bert_uncased_L-2_H-128_A-2,,,,,,
92,0.0897480228238639,0.9712361186965228,12.692597,8.748093,11.762033,bert_uncased_L-2_H-128_A-2,,,,,,
93,0.0831244250847816,0.9710540688148552,12.692859,8.753309,11.760731,bert_uncased_L-2_H-128_A-2,,,,,,
94,0.0865307578533187,0.9714181685781904,12.691404,8.744896,11.763429,bert_uncased_L-2_H-128_A-2,,,,,,
95,0.0885619753860642,0.9701438194065174,12.689938,8.750692,11.775304,bert_uncased_L-2_H-128_A-2,,,,,,
96,0.0845051953340505,0.9712361186965228,12.688919,8.747876,11.765314,bert_uncased_L-2_H-128_A-2,,,,,,
97,0.081429534556299,0.9719643182231932,12.684524,8.755277,11.775564,bert_uncased_L-2_H-128_A-2,,,,,,
98,0.0821197728122705,0.9706899690515202,12.683606,8.752671,11.772973,bert_uncased_L-2_H-128_A-2,,,,,,
99,0.0760609500995863,0.9732386673948662,12.682082,8.753993,11.774066,bert_uncased_L-2_H-128_A-2,,,,,,
100,0.0721889123593211,0.9748771163298744,12.682125,8.751266,11.766202,bert_uncased_L-2_H-128_A-2,,,,,,
101,0.0779150307006237,0.9717822683415256,12.68586,8.743295,11.770869,bert_uncased_L-2_H-128_A-2,,,,,,
102,0.0698027516073153,0.976333515383215,12.685014,8.750745,11.764601,bert_uncased_L-2_H-128_A-2,,,,,,
103,0.0728991933737676,0.9732386673948662,12.68622,8.747718,11.763369,bert_uncased_L-2_H-128_A-2,,,,,,
104,0.0712019665103664,0.9757873657382122,12.685365,8.740499,11.760829,bert_uncased_L-2_H-128_A-2,,,,,,
105,0.0709356270612151,0.9748771163298744,12.686695,8.741647,11.762919,bert_uncased_L-2_H-128_A-2,,,,,,
106,0.0593707678300743,0.978882213726561,12.685722,8.746951,11.759935,bert_uncased_L-2_H-128_A-2,,,,,,
107,0.0788817756798951,0.9708720189331876,12.685863,8.750756,11.764943,bert_uncased_L-2_H-128_A-2,,,,,,
108,0.060756726130089,0.9807027125432368,12.683769,8.756297,11.766361,bert_uncased_L-2_H-128_A-2,,,,,,
109,0.0620250999022138,0.977607864554888,12.682835,8.752497,11.758929,bert_uncased_L-2_H-128_A-2,,,,,,
110,0.0582323672723628,0.9805206626615692,12.682144,8.748925,11.760149,bert_uncased_L-2_H-128_A-2,,,,,,
111,0.0627638074802446,0.978882213726561,12.685286,8.744464,11.759889,bert_uncased_L-2_H-128_A-2,,,,,,
112,0.069892878907136,0.9756053158565446,12.684627,8.743411,11.761021,bert_uncased_L-2_H-128_A-2,,,,,,
113,0.0553514356196778,0.9814309120699072,12.683581,8.742916,11.765355,bert_uncased_L-2_H-128_A-2,,,,,,
114,0.0599125128763887,0.9805206626615692,12.684027,8.737469,11.770519,bert_uncased_L-2_H-128_A-2,,,,,,
115,0.0606417760169704,0.9794283633715638,12.683768,8.7348385,11.768613,bert_uncased_L-2_H-128_A-2,,,,,,
116,0.0562413247567007,0.9790642636082286,12.683589,8.732143,11.765547,bert_uncased_L-2_H-128_A-2,,,,,,
117,0.057809195785917,0.9803386127799016,12.681815,8.742122,11.764669,bert_uncased_L-2_H-128_A-2,,,,,,
118,0.0535346852124975,0.9807027125432368,12.682347,8.731208,11.763359,bert_uncased_L-2_H-128_A-2,,,,,,
119,0.053249424316149,0.9808847624249044,12.681108,8.729097,11.770022,bert_uncased_L-2_H-128_A-2,,,,,,
120,0.0633600610454583,0.9787001638448936,12.680121,8.742551,11.762369,bert_uncased_L-2_H-128_A-2,,,,,,
121,0.0544162587459873,0.981066812306572,12.682142,8.737919,11.775726,bert_uncased_L-2_H-128_A-2,,,,,,
122,0.0508760497069446,0.9839796104132532,12.679024,8.742132,11.767213,bert_uncased_L-2_H-128_A-2,,,,,,
123,0.0622208555395673,0.9787001638448936,12.680839,8.739107,11.76448,bert_uncased_L-2_H-128_A-2,,,,,,
124,0.0489854263424895,0.9839796104132532,12.679244,8.733799,11.759477,bert_uncased_L-2_H-128_A-2,,,,,,
125,0.0588603072986074,0.9799745130165666,12.680359,8.729764,11.766452,bert_uncased_L-2_H-128_A-2,,,,,,
126,0.0561980880019026,0.9812488621882396,12.678972,8.7254925,11.772294,bert_uncased_L-2_H-128_A-2,,,,,,
127,0.051639112058112,0.9827052612415802,12.676226,8.723763,11.758631,bert_uncased_L-2_H-128_A-2,,,,,,
128,0.0550438969653936,0.9825232113599126,12.678047,8.71596,11.766832,bert_uncased_L-2_H-128_A-2,,,,,,
129,0.0486081292275959,0.983615510649918,12.677723,8.71851,11.761955,bert_uncased_L-2_H-128_A-2,,,,,,
130,0.0479232185111114,0.9839796104132532,12.675307,8.7125435,11.7632885,bert_uncased_L-2_H-128_A-2,,,,,,
131,0.0526530324542803,0.9817950118332424,12.678046,8.719833,11.760749,bert_uncased_L-2_H-128_A-2,,,,,,
132,0.0538444403577111,0.9803386127799016,12.675248,8.720647,11.763612,bert_uncased_L-2_H-128_A-2,,,,,,
133,0.0432362167067448,0.9828873111232478,12.675022,8.716559,11.763159,bert_uncased_L-2_H-128_A-2,,,,,,
134,0.0404685433364315,0.9874385581649372,12.677792,8.71235,11.770858,bert_uncased_L-2_H-128_A-2,,,,,,
135,0.0480744051385888,0.9850719097032586,12.677908,8.712054,11.767584,bert_uncased_L-2_H-128_A-2,,,,,,
136,0.0464529825398898,0.9837975605315856,12.677779,8.714007,11.769574,bert_uncased_L-2_H-128_A-2,,,,,,
137,0.0407871109610309,0.9863462588749318,12.679426,8.714266,11.765321,bert_uncased_L-2_H-128_A-2,,,,,,
138,0.0412439368996683,0.9859821591115966,12.676931,8.718954,11.77007,bert_uncased_L-2_H-128_A-2,,,,,,
139,0.0425350667438548,0.9848898598215912,12.677201,8.714471,11.768753,bert_uncased_L-2_H-128_A-2,,,,,,
140,0.0447801765244865,0.9854360094665938,12.676328,8.710329,11.77135,bert_uncased_L-2_H-128_A-2,,,,,,
141,0.0438975850369421,0.9863462588749318,12.675956,8.7175455,11.764062,bert_uncased_L-2_H-128_A-2,,,,,,
142,0.0516441155259117,0.9803386127799016,12.674808,8.71407,11.763802,bert_uncased_L-2_H-128_A-2,,,,,,
143,0.0544665899746908,0.981066812306572,12.67384,8.716279,11.769511,bert_uncased_L-2_H-128_A-2,,,,,,
144,0.0387314876672724,0.9872565082832696,12.672896,8.71852,11.760945,bert_uncased_L-2_H-128_A-2,,,,,,
145,0.0432792073041105,0.9852539595849262,12.674589,8.711037,11.764312,bert_uncased_L-2_H-128_A-2,,,,,,
146,0.0471690151371947,0.9843437101765884,12.677301,8.698247,11.762438,bert_uncased_L-2_H-128_A-2,,,,,,
147,0.0354808925284113,0.9894411068632806,12.676446,8.696094,11.767549,bert_uncased_L-2_H-128_A-2,,,,,,
148,0.0412599033407016,0.9847078099399236,12.675467,8.69945,11.761725,bert_uncased_L-2_H-128_A-2,,,,,,
149,0.0424725638403727,0.9861642089932642,12.672049,8.706239,11.76617,bert_uncased_L-2_H-128_A-2,,,,,,
150,0.038829118686908,0.9872565082832696,12.672179,8.7031355,11.762886,bert_uncased_L-2_H-128_A-2,,,,,,
151,0.0329335089260059,0.9894411068632806,12.672361,8.699706,11.762511,bert_uncased_L-2_H-128_A-2,,,,,,
152,0.0341079300009229,0.9899872565082832,12.673326,8.695708,11.766415,bert_uncased_L-2_H-128_A-2,,,,,,
153,0.0374635551521127,0.9874385581649372,12.672622,8.69193,11.75989,bert_uncased_L-2_H-128_A-2,,,,,,
154,0.0337051571094702,0.9894411068632806,12.671886,8.695254,11.760553,bert_uncased_L-2_H-128_A-2,,,,,,
155,0.0378638324865231,0.9872565082832696,12.671082,8.696952,11.760839,bert_uncased_L-2_H-128_A-2,,,,,,
156,0.0375157401634172,0.9872565082832696,12.671071,8.698223,11.768629,bert_uncased_L-2_H-128_A-2,,,,,,
157,0.0427414707947744,0.9852539595849262,12.668641,8.698225,11.768876,bert_uncased_L-2_H-128_A-2,,,,,,
158,0.0377133822622313,0.9867103586382668,12.667699,8.704453,11.767825,bert_uncased_L-2_H-128_A-2,,,,,,
159,0.0384649748599603,0.9872565082832696,12.6664915,8.712497,11.763455,bert_uncased_L-2_H-128_A-2,,,,,,
160,0.043893183784818,0.9856180593482614,12.666277,8.711804,11.761905,bert_uncased_L-2_H-128_A-2,,,,,,
161,0.0367625418134646,0.9881667576916076,12.667307,8.706485,11.76389,bert_uncased_L-2_H-128_A-2,,,,,,
162,0.0372953094743279,0.9865283087565994,12.666493,8.708892,11.759592,bert_uncased_L-2_H-128_A-2,,,,,,
163,0.0367956120544905,0.988348807573275,12.666505,8.703873,11.758006,bert_uncased_L-2_H-128_A-2,,,,,,
164,0.0384230423320594,0.987074458401602,12.66547,8.708887,11.755389,bert_uncased_L-2_H-128_A-2,,,,,,
165,0.0261879139205981,0.9908975059166212,12.665308,8.706802,11.754214,bert_uncased_L-2_H-128_A-2,,,,,,
166,0.0359457012447081,0.9867103586382668,12.663791,8.707858,11.75643,bert_uncased_L-2_H-128_A-2,,,,,,
167,0.0342143459616595,0.9887129073366102,12.662415,8.704673,11.757583,bert_uncased_L-2_H-128_A-2,,,,,,
168,0.0380853741471624,0.9874385581649372,12.662338,8.708421,11.752755,bert_uncased_L-2_H-128_A-2,,,,,,
169,0.033665582987608,0.9885308574549426,12.6616335,8.707097,11.757604,bert_uncased_L-2_H-128_A-2,,,,,,
170,0.0290639177435253,0.9899872565082832,12.661319,8.704527,11.756157,bert_uncased_L-2_H-128_A-2,,,,,,
171,0.0319599402733059,0.9894411068632806,12.661177,8.703465,11.751923,bert_uncased_L-2_H-128_A-2,,,,,,
172,0.0389961817992036,0.9867103586382668,12.662612,8.701976,11.754926,bert_uncased_L-2_H-128_A-2,,,,,,
173,0.0431787041497013,0.9861642089932642,12.661805,8.700809,11.753849,bert_uncased_L-2_H-128_A-2,,,,,,
174,0.0364325691550975,0.987074458401602,12.662595,8.703501,11.753108,bert_uncased_L-2_H-128_A-2,,,,,,
175,0.0319522259197501,0.9888949572182778,12.662293,8.703318,11.753996,bert_uncased_L-2_H-128_A-2,,,,,,
176,0.0343464937458405,0.9907154560349536,12.662859,8.702231,11.750704,bert_uncased_L-2_H-128_A-2,,,,,,
177,0.0417533681375118,0.9856180593482614,12.662601,8.705165,11.753001,bert_uncased_L-2_H-128_A-2,,,,,,
178,0.0312622699331463,0.9898052066266156,12.663758,8.704501,11.754621,bert_uncased_L-2_H-128_A-2,,,,,,
179,0.0322960355071883,0.9885308574549426,12.663272,8.705385,11.751324,bert_uncased_L-2_H-128_A-2,,,,,,
180,0.0351106886794209,0.9890770070999454,12.663301,8.70413,11.750363,bert_uncased_L-2_H-128_A-2,,,,,,
181,0.0272330663897858,0.9908975059166212,12.662612,8.704752,11.75329,bert_uncased_L-2_H-128_A-2,,,,,,
182,0.0288553761789073,0.9896231567449482,12.662583,8.70316,11.752128,bert_uncased_L-2_H-128_A-2,,,,,,
183,0.0288164096959199,0.9903513562716184,12.662817,8.704416,11.753991,bert_uncased_L-2_H-128_A-2,,,,,,
184,0.0324720092912623,0.988348807573275,12.662111,8.703973,11.751967,bert_uncased_L-2_H-128_A-2,,,,,,
185,0.03538704664295,0.9865283087565994,12.661891,8.7055855,11.750931,bert_uncased_L-2_H-128_A-2,,,,,,
186,0.0395223396330859,0.9867103586382668,12.6617985,8.703797,11.753332,bert_uncased_L-2_H-128_A-2,,,,,,
187,0.0328539898214261,0.98798470780994,12.661632,8.703525,11.751525,bert_uncased_L-2_H-128_A-2,,,,,,
188,0.0301365621959162,0.9903513562716184,12.661316,8.702276,11.752423,bert_uncased_L-2_H-128_A-2,,,,,,
189,0.037903016229483,0.9874385581649372,12.660591,8.705438,11.753441,bert_uncased_L-2_H-128_A-2,,,,,,
190,0.034164213777862,0.9872565082832696,12.66063,8.705273,11.752951,bert_uncased_L-2_H-128_A-2,,,,,,
191,0.0301162167843293,0.9901693063899508,12.660659,8.704517,11.753144,bert_uncased_L-2_H-128_A-2,,,,,,
192,0.0272874255825207,0.9901693063899508,12.660646,8.705481,11.752244,bert_uncased_L-2_H-128_A-2,,,,,,
193,0.0351320461733475,0.9881667576916076,12.66113,8.704464,11.751221,bert_uncased_L-2_H-128_A-2,,,,,,
194,0.0374522959226121,0.9878026579282724,12.661316,8.703973,11.75291,bert_uncased_L-2_H-128_A-2,,,,,,
195,0.0240545071056697,0.9921718550882942,12.661348,8.703778,11.752692,bert_uncased_L-2_H-128_A-2,,,,,,
196,0.0306076744911948,0.9901693063899508,12.661147,8.703993,11.751685,bert_uncased_L-2_H-128_A-2,,,,,,
197,0.0247162965310039,0.9901693063899508,12.661186,8.704295,11.750804,bert_uncased_L-2_H-128_A-2,,,,,,
198,0.0334589506041098,0.9898052066266156,12.661144,8.704434,11.751657,bert_uncased_L-2_H-128_A-2,,,,,,
199,0.0325598114631048,0.9894411068632806,12.6611185,8.704604,11.752187,bert_uncased_L-2_H-128_A-2,,,,,,
200,0.0312553166983021,0.9899872565082832,12.661086,8.704698,11.752624,bert_uncased_L-2_H-128_A-2,,,,,,
0,0.0,0.0,16.688929,17.009037,14.569572,bert_uncased_L-4_H-256_A-4,13.203301,14.394337,,,,
1,1.106442314602303,0.3415255780083743,16.688467,17.006887,14.604547,bert_uncased_L-4_H-256_A-4,13.163669,14.365094,,,,
2,1.0993468747554789,0.3471691243400692,16.687672,17.003588,14.62605,bert_uncased_L-4_H-256_A-4,13.138483,14.342415,,,,
3,1.0945108085301063,0.3664664117968323,16.686567,16.99903,14.644779,bert_uncased_L-4_H-256_A-4,13.123044,14.341137,,,,
4,1.078654631573538,0.4088840342253778,16.685503,16.988478,14.619153,bert_uncased_L-4_H-256_A-4,13.117451,14.280341,,,,
5,1.0426347144158317,0.474604041507373,16.683596,16.977062,14.696575,bert_uncased_L-4_H-256_A-4,13.551523,14.028152,,,,
6,0.9609766286426004,0.5587110868377936,16.682795,16.966389,14.806228,bert_uncased_L-4_H-256_A-4,13.68016,13.854061,,,,
7,0.873862174371976,0.6044056071363554,16.677723,16.95744,14.901838,bert_uncased_L-4_H-256_A-4,13.899076,13.748232,,,,
8,0.8029888566131043,0.6502821773165848,16.67512,16.957417,14.972308,bert_uncased_L-4_H-256_A-4,13.883858,13.743047,,,,
9,0.7509400382754626,0.6757691607500456,16.672398,16.953709,14.997983,bert_uncased_L-4_H-256_A-4,13.923795,13.705693,,,,
10,0.685877523590649,0.714727835426907,16.67155,16.954882,15.018684,bert_uncased_L-4_H-256_A-4,13.989585,13.712037,,,,
11,0.6461346973253906,0.7312943746586564,16.666996,16.956367,15.03088,bert_uncased_L-4_H-256_A-4,14.010132,13.693987,,,,
12,0.6065379089721452,0.7609685053704716,16.667791,16.955599,15.075995,bert_uncased_L-4_H-256_A-4,14.106616,13.713041,,,,
13,0.5599816747480417,0.7804478427089022,16.66615,16.951668,15.061962,bert_uncased_L-4_H-256_A-4,14.04236,13.712701,,,,
14,0.5367321262219859,0.7948297833606408,16.66326,16.949057,15.109164,bert_uncased_L-4_H-256_A-4,13.989128,13.677221,,,,
15,0.4944702266965888,0.8077553249590388,16.661142,16.948631,15.123268,bert_uncased_L-4_H-256_A-4,13.951932,13.726073,,,,
16,0.4488688848821838,0.8263244128891316,16.660656,16.947615,15.10628,bert_uncased_L-4_H-256_A-4,14.073204,13.676475,,,,
17,0.4221882623834469,0.8383397050791916,16.664995,16.94571,15.128567,bert_uncased_L-4_H-256_A-4,14.09797,13.69304,,,,
18,0.3780947247533314,0.8596395412342982,16.662771,16.941525,15.125588,bert_uncased_L-4_H-256_A-4,14.064491,13.695085,,,,
19,0.354891836786995,0.8703804842526852,16.656912,16.937147,15.128305,bert_uncased_L-4_H-256_A-4,13.873682,13.7023325,,,,
20,0.3071795365056465,0.889859821591116,16.655752,16.933521,15.21652,bert_uncased_L-4_H-256_A-4,13.922124,13.688568,,,,
21,0.28533568131625,0.897141816857819,16.656424,16.925854,15.224594,bert_uncased_L-4_H-256_A-4,13.877984,13.699616,,,,
22,0.2570216706310511,0.9064263608228654,16.65413,16.92679,15.2013855,bert_uncased_L-4_H-256_A-4,13.882797,13.710287,,,,
23,0.2230298120244298,0.9189878026579282,16.649057,16.929102,15.143022,bert_uncased_L-4_H-256_A-4,13.80858,13.692238,,,,
24,0.2068134351504124,0.9275441470963044,16.647984,16.92463,15.122542,bert_uncased_L-4_H-256_A-4,13.922455,13.712822,,,,
25,0.1903716604553072,0.9317312943746586,16.645994,16.920956,15.1018715,bert_uncased_L-4_H-256_A-4,13.80353,13.714052,,,,
26,0.1579175853195377,0.9441106863280538,16.647495,16.92315,15.156265,bert_uncased_L-4_H-256_A-4,13.939434,13.657341,,,,
27,0.1515139369024467,0.9462952849080648,16.6439,16.922201,15.132662,bert_uncased_L-4_H-256_A-4,13.903917,13.6949005,,,,
